         Dat/Zeit;  Wind;Rotor;Leistung;Azimut;   Prod. 1;   Prod. 2;BtrStd 1;BtrStd 2;Gen1-;Lager;Außen;GetrT; Status;Spann;Spann.1;Spann.2;Strom-;Strom-.1;Strom-.2;CosPh;    Abgabe;     Bezug;  KH-Zähl1;  KH-Zähl2;  KH-DigiE;  KH-DigiI;  KH-Ana-1;  KH-Ana-2;  KH-Ana-3;  KH-Ana-4
2023-04-20 16:30:00;19.669237583928183;284.61706731711195;131.61070143356736;156.89262279929548;92.87912172897656;78.50378558663999;7.410116209819972;23.841349704802823;49.8274480398036;10.84491464149832;3.8484530943797743;45.3973345419918;0;115.5464111376115;133.83144652554245;101.62750478234302;16.17493599873933;5.514059149531971;11.319336857173074;0.8711035715801565;63.20898446311974;37.24284506477772;235.75373819579988;272.81499091832336;0.5420389520104021;0.8980048425533838;1.5619610064422456;0.7464491608700874;4.732693006729106;3.3568479567310163
2023-01-06 23:20:00;9.93620392247729;48.075512221998416;355.1364242846248;53.50567839710709;33.68290033152288;89.57222937221022;3.7253450368033123;15.09618088725318;84.10217736796042;7.612954455853027;6.970872906846818;62.08876231380273;1;127.55277453848885;118.36072020226393;104.71122859873134;3.6313643220147496;14.164288193505898;19.47862570535326;0.9023748031370171;4.538683152842726;33.51840672791987;351.726659561332;120.21553046052627;0.7113055452371868;0.279232298581227;0.4052859966562872;4.172574621324968;4.319865931267223;0.8697939641081526
2023-09-22 23:40:00;12.840276163608113;111.80772559828344;338.95547292313336;15.096915027036717;25.736872987823347;97.39702166140552;41.20983682773598;5.114469472437944;14.65443366006517;5.999004548492437;18.275100349633608;40.64219678258475;1;113.64678986606177;149.1815998643171;147.90979168453867;3.394451407557031;15.480650141949841;17.342914521041966;0.9613572302103397;82.88951641787901;23.39384201287777;329.55913253778124;333.7374609565496;0.9199647848074359;0.047821088391583166;4.630999284288647;4.357703007195243;1.0897855989511847;0.7302712526814348
2023-11-07 15:20:00;6.3339292514915355;221.6613792402622;176.68472977087552;22.70482389508713;72.60865035708707;57.9386250945089;5.482395236963189;35.167885523643;64.4913996165072;48.28515204463798;8.337956850559184;74.14740703565307;0;122.29917805136708;129.7155168693798;133.92662103740736;5.326626995736086;9.99738136973236;11.252989708795704;0.8675942707295079;57.4722216948964;38.5022416252455;279.37207769151945;386.61490389107354;0.681085255669122;0.9713866747605941;3.0068629459455116;3.982083123162321;0.7274991925445662;1.4000476036404208
2023-03-20 08:40:00;24.691489808531294;248.7424918564641;404.30401595472824;339.2999747542406;70.68008884429278;32.739188600740675;27.42419903426677;28.477018079993606;45.92583858144265;45.33167830086577;-8.038034309602335;55.342173788601315;0;121.31301315256412;138.4322568630386;134.84987299570872;1.0855405885619085;17.297839474456275;18.411130676385547;0.8621909677649497;71.95499611505866;40.919897522859536;124.928491702352;102.11590490951062;0.06831737030390095;0.9988639421046371;4.513806536270039;4.727765538636265;0.2599526190100343;0.03310926826646743
2023-02-13 12:10:00;7.287393523093072;145.49343543974027;117.91802594993555;354.4334852883763;93.71240578533869;32.19735998673302;26.724364896570346;40.47381755953698;41.93030287665561;24.162213295745016;20.229815145335866;54.0341504620604;0;130.80346017644376;122.58956966554162;105.12516958469118;16.781153931706836;13.657979048770683;11.192887279714306;0.8022776225236207;58.612242134432904;32.491832064185864;281.4918149142614;232.48082654986288;0.09310573342231843;0.894773156091613;3.633571234639092;4.676919166331007;4.2774868498814085;3.033691406781227
2023-04-28 00:20:00;19.26856327263879;315.13365479780396;230.63526657613582;34.191902897942384;20.531862423328395;37.89700792944526;10.147203406607803;11.776185280708528;56.48659417895788;27.4272316991999;11.311873189629999;53.257726360616466;0;100.70830095160397;105.96457295411825;111.64744645346352;2.698991425481989;6.291147603884399;16.75100971447185;0.9233943453273419;24.316363838702205;0.7808908164664119;326.59892453105147;137.77080572800065;0.08102098301006688;0.3108352613677511;1.9998843956888797;0.08822529393082146;2.316099466300398;4.593585649940116
2023-09-16 07:00:00;10.68739125891898;149.57762281052916;236.2653176554504;120.66963666193753;70.52926226945353;61.26674073276269;29.567823294239137;39.578205776295945;68.41827350298597;41.931137495610606;27.576338366482773;26.722833156470266;0;129.9375599673532;148.20165147682678;119.55734271472689;7.601148016680927;18.590694311687564;10.027651792495313;0.9531256787795969;30.378137437992436;23.28554497290096;187.51602454183723;451.61341422093597;0.35770821609699943;0.48109973577286924;4.561241655330685;2.5671980389061866;1.684633157509693;0.8365578830283349
2023-06-02 12:20:00;5.155435127103497;144.99940836539994;170.40838443500854;41.19144485616817;6.686857718935424;49.0230012139125;25.13776037323016;14.597286200115017;85.0927445934777;32.4419179797128;15.409602579959234;67.42651197913163;1;129.65568880825376;116.08636834255057;110.26173232428678;9.259468384984737;6.798360419546368;16.12792488441479;0.8007202735290913;99.73012503912672;21.831700885231246;105.76253265221621;116.77772145205219;0.2876185692675276;0.7663735367174537;0.44145345642692346;0.7116737881193214;3.047352715371413;1.0070935292865868
2023-11-24 17:10:00;19.99296909912153;13.034614135458584;477.33305056258365;300.3223764128289;48.03681067572187;65.3635026406835;25.459461118656947;5.62953655143335;23.51115878383494;36.63289584556655;11.357272160119987;54.32681832677512;1;119.61441407389437;145.8959146802496;140.47301055151013;4.69796408829022;14.619745642558723;8.939129404876354;0.8011345216659266;80.71069295230868;44.692946534008016;304.8550239783175;480.1496679639216;0.10967501764522603;0.18231423130848712;0.9737979180374884;4.681916765861699;3.7855537908072896;3.2752302822891637
